time,open,high,low,close,bb1 Upper,bb1 Lower,SMA 200,SMA 60,SMA 20,IT_High,IT_Low,LT_High,LT_Low,Market_Struct,BOS_Count,Volume,Volume MA,  rsi,rsi2 ,ADX,ATR,SqueezeState,MACD,Signal
2025-06-27T21:00:00+09:00,106943.1,107157.6,106559,106636.2,107650.413,106556.597,104569.673,107150.8733,107103.505,107691.8,NaN,NaN,NaN,-1,1,2924.716741,1773.833904,40.24963537,52.02616894,14.42482294,0.379233824,1,-88.62951868,-30.8659142
2025-06-27T22:00:00+09:00,106636.2,106942.7,106317.5,106781.7,107650.4381,106521.7719,104579.332,107158.54,107086.105,NaN,NaN,NaN,NaN,-1,1,2983.756086,1867.956513,43.77863759,52.65619099,14.01362833,0.447642582,1,-99.42692065,-42.6013616
2025-06-27T23:00:00+09:00,106781.7,107042,106350,106517.5,107648.7363,106441.8137,104588.633,107159.995,107045.275,NaN,NaN,NaN,NaN,-1,1,3164.860953,1964.103539,39.24590383,51.40483752,13.86413625,0.515721429,1,-127.8291368,-57.48644653
2025-06-28T00:00:00+09:00,106517.5,107359.4,106439.3,107251.8,107610.2434,106456.5766,104601.9515,107177.8583,107033.41,NaN,NaN,NaN,NaN,-1,1,3533.910741,2084.033389,53.61933208,54.47443522,13.70899998,0.627422926,1,-90.04820481,-68.42075267
2025-06-28T01:00:00+09:00,107251.8,107672.1,107042.8,107413.8,107534.5524,106501.7276,104615.594,107198.97,107018.14,NaN,NaN,NaN,NaN,-1,1,5992.556264,2273.416038,56.08763146,55.11300054,13.75370244,0.612939481,1,-46.49849226,-71.09528912
2025-06-28T02:00:00+09:00,107413.8,107436.8,106420,106820.2,107533.7566,106487.0334,104625.0005,107209.9383,107010.395,NaN,NaN,NaN,NaN,-1,1,3590.93122,2329.20582,46.35331993,52.36555306,13.98652555,0.728190353,1,-59.2011563,-73.60369282
2025-06-28T03:00:00+09:00,106820.2,106937,106393.4,106662,107540.67,106451.45,104634.0155,107215.1483,106996.06,NaN,106317.5,NaN,NaN,-1,1,1474.911895,2334.573759,44.15391773,51.66484374,14.39961129,0.656062698,1,-81.09867193,-78.05224179
2025-06-28T04:00:00+09:00,106662,106967.9,106550,106753.6,107541.9657,106434.4343,104644.1845,107218.5367,106988.2,NaN,NaN,NaN,NaN,-1,1,1089.983827,2341.255332,45.75874113,52.04413927,14.69070699,0.567487245,1,-90.02352125,-82.388892
2025-06-28T05:00:00+09:00,106753.6,107073.1,106738.4,107048.9,107538.4131,106479.7269,104655.878,107226.22,107009.07,NaN,NaN,NaN,NaN,-1,1,1032.460862,2314.512721,50.67932054,53.25141341,14.63564017,0.481501484,1,-72.43332033,-83.90988255
2025-06-28T06:00:00+09:00,107048.9,107226.8,106974,106994.7,107534.1899,106476.7701,104669.6015,107233.02,107005.48,107672.1,NaN,NaN,NaN,-1,1,1167.080167,2200.395756,49.78659202,53.00141208,14.2718176,0.399921393,1,-62.15001967,-80.967716
2025-06-28T07:00:00+09:00,106994.7,107145.2,106992.1,107052.4,107520.3237,106476.2763,104684.315,107232.785,106998.3,NaN,NaN,NaN,NaN,-1,1,320.2034166,2164.232447,50.78059165,53.23998284,13.92364226,0.314141918,1,-48.78219129,-75.34052385
2025-06-28T08:00:00+09:00,107052.4,107114,106901.7,106987.3,107464.3795,106490.1905,104698.9685,107230.3967,106977.285,NaN,NaN,NaN,NaN,-1,1,428.2895318,2115.940453,49.58788949,52.93052702,13.47963847,0.275700302,1,-42.94606146,-65.90907103
